timestamp,backtest_id,universe,period,sharpe,cagr,max_dd,win_rate,avg_win,avg_loss,rr,trades,net_profit
2026-01-08T17:51:27.439142,1bc494ad1db2,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.95,32.3%,40.3%,34.0%,11.9%,-8.7%,1.37,47,"$1,553,265"
2026-01-08T18:00:57.600570,1bc494ad1db2,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.95,32.3%,40.3%,34.0%,11.9%,-8.7%,1.37,47,"$1,553,265"
2026-01-08T18:04:18.237394,1bc494ad1db2,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.95,32.3%,40.3%,45.6%,19.2%,-7.8%,2.45,377,"$1,553,265"
