timestamp,backtest_id,universe,period,sharpe,cagr,max_dd,win_rate,avg_win,avg_loss,rr,trades,net_profit
2026-01-08T17:08:12.660994,0651f9ce20f6,etf_core,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.27,7.0%,33.4%,0.0%,0.0%,0.0%,0.00,0,"$51,984"
2026-01-08T17:09:44.375526,0651f9ce20f6,etf_core,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.27,7.0%,33.4%,53.3%,10.2%,-4.0%,2.54,15,"$51,984"
2026-01-08T17:11:21.925405,0651f9ce20f6,etf_core,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.27,7.0%,33.4%,53.3%,10.2%,-4.0%,2.54,15,"$51,984"
