timestamp,backtest_id,universe,period,sharpe,cagr,max_dd,win_rate,avg_win,avg_loss,rr,trades,net_profit
2026-01-09T00:58:39.247194,4d6ebcc3bdd5,unknown,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.35,11.2%,51.6%,58.4%,16.6%,-8.8%,1.88,238,"$209,677"
