timestamp,backtest_id,universe,period,sharpe,cagr,max_dd,win_rate,avg_win,avg_loss,rr,trades,net_profit
2026-01-08T17:51:23.548306,db4879fd5c0c,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,1.05,32.8%,36.4%,72.1%,10.5%,-4.2%,2.52,61,"$1,495,949"
2026-01-08T18:00:55.596333,db4879fd5c0c,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,1.05,32.8%,36.4%,72.1%,10.5%,-4.2%,2.52,61,"$1,495,949"
2026-01-08T18:04:11.843495,db4879fd5c0c,high_beta_growth,2015-01-01 00:00:00 to 2024-12-31 23:59:59,1.05,32.8%,36.4%,69.1%,18.0%,-6.8%,2.67,553,"$1,495,949"
