timestamp,backtest_id,universe,period,sharpe,cagr,max_dd,win_rate,avg_win,avg_loss,rr,trades,net_profit
2026-01-09T01:02:37.969514,39b3186404ec,unknown,2015-01-01 00:00:00 to 2024-12-31 23:59:59,0.64,26.2%,44.2%,52.6%,16.4%,-7.0%,2.33,97,"$922,854"
