symbol,entry_date,exit_date,direction,shares,entry_price,exit_price,pnl_dollars,pnl_pct,bars_held,fees
SPY,2015-03-26,2015-04-13,Long,552.0,171.754764877696,174.993781026024,1787.936913877059,1.89%,18,0
SPY,2015-05-01,2015-05-19,Long,554.0,174.058629336592,177.52630075524,1921.0899659309896,1.99%,18,0
SPY,2015-05-27,2015-06-19,Long,559.0,175.886695700716,177.259719731112,767.5204329913697,0.78%,23,0
SPY,2015-06-30,2015-07-15,Long,575.0,172.313156083068,176.372322001128,2334.0204028844937,2.36%,15,0
SPY,2015-07-24,2015-09-17,Long,574.0,176.306003045172,167.582169252828,-5007.480596805445,-4.95%,55,0
SPY,2015-11-10,2016-02-18,Long,550.0,175.458087748944,163.280071992492,-6697.908666048599,-6.94%,100,0
SPY,2016-05-02,2016-05-11,Long,512.0,175.90119901354,177.387787115532,761.1331082199031,0.85%,9,0
SPY,2016-06-14,2016-06-24,Long,511.0,177.708811916636,180.373530582333,1361.6712381711645,1.50%,10,0
SPY,2016-08-03,2016-08-08,Long,499.0,184.720108805232,186.592127667426,934.1374122348116,1.01%,5,0
SPY,2016-08-29,2016-09-07,Long,499.0,186.228587793248,187.404736640031,586.8982745447066,0.63%,9,0
SPY,2016-09-12,2016-09-22,Long,512.0,182.834510070212,185.547103112052,1388.8476374220918,1.48%,10,0
SPY,2016-10-31,2016-11-09,Long,518.0,183.093006252156,184.076963429346,509.68981778442355,0.54%,9,0
SPY,2017-01-03,2017-01-26,Long,492.0,193.696203681981,198.532602555111,2379.508245579964,2.50%,23,0
SPY,2017-03-22,2017-03-31,Long,480.0,203.421940911189,205.239093459003,872.2332229507083,0.89%,9,0
SPY,2017-04-13,2017-04-26,Long,483.0,203.683039538979,207.202106498985,1699.7093416828982,1.73%,13,0
SPY,2017-05-18,2017-05-25,Long,487.0,205.240928018126,208.991401570827,1826.4806201653919,1.83%,7,0
SPY,2017-06-28,2017-07-14,Long,482.0,211.058092950705,213.33339622683,1096.6961790922437,1.08%,16,0
SPY,2017-08-11,2017-08-31,Long,482.0,213.18327906876,214.721171777115,741.2642854271112,0.72%,20,0
SPY,2017-11-16,2017-11-29,Long,459.0,225.381219855792,230.570845868484,2382.038339825629,2.30%,13,0
SPY,2018-02-05,2018-02-16,Long,434.0,243.334520043615,240.714763122159,-1136.9745039118925,-1.08%,11,0
SPY,2018-03-02,2018-03-12,Long,442.0,236.48811405219,245.863553425911,4143.944203184673,3.96%,10,0
